Restaurant Name,Image URL,Photograph Credit,Summary,Tags,Read More Link,Time Out says,Star Rating,Review Content,Address,Contact,Menu Link,Opening Hours
 Tanoreen,https://media.timeout.com/images/105282269/750/562/image.jpg,Con Poulos for Levant Cookbook,"What is it? This Middle Eastern destination in Bay Ridge has been a standard-bearer in its category since 1998. Palestinian-born chef-owner Rawia Bishara deftly captures the flavors of her Nazareth childhood—charring eggplants in charcoal, rolling out pita, hand-making savory yogurt. Why we love it? Tanoreen’s staying power alone is evidence of its excellence, and it comes up often when you ask locals for restaurant recommendations. Try the variety of silky spreads like lemony labna and smoky baba ganoush.","['Restaurants', 'Mediterranean', 'Bay Ridge']",https://www.timeout.com/newyork/restaurants/tanoreen,"A Bay Ridge fave serving ""Middle Eastern cuisine with Mediterranean aromas"" since 1998.",4,"Citing her own mother as a culinary influence, chef/owner Rawia Bishara brought her own daughter on as a partner in Tanoreen in the years since first opening the restaurant in 1998. The present space is comforting and inviting, with hummus, feta salad, eggplant preparations, kabob varieties and whole fish all on the menu.","7523 Third Ave, Brooklyn, 11209-30",718-748-5600,https://tanoreen.com/menus/dailymenu/,"Tue–Sun, 12pm-10pm"
 Sushi 35 West,https://media.timeout.com/images/105812776/750/562/image.jpg,Photograph: Courtesy of Amber Sutherland-Namako,"What is it? A tiny, two table spot owned and operated by chefs from some of NYC’s best (and most expensive!) sushi restaurants for far less cash. Why we love it? Even with its slightly hard-to-find, second floor location and paucity of seats, we will happily take Sushi 35 West’s sensational salmon roe, sea urchin, Spanish mackerel and striped jack to go for the opportunity to taste exceptionally sourced fish improved by beautiful knifework.","['Restaurants', 'Midtown West']",https://www.timeout.com/newyork/restaurants/sushi-35-west,This is why people love eating in New York.,4,"As, perhaps, the internet’s loudest “nothing is off the beaten path!” crank, I will admit that Sushi 35 West is a little hard to find. 
Do not enter the office building clearly marked 224 West 35th Street. Do not take the elevator to the second floor and peer into office spaces. Instead, pass that address by a few narrow storefronts and stop at what could be confused with a service entrance if the doors were closed. This is also 224 West 35th Street, where Sushi 35 West has been operating for about four months. 
On a recent visit, the doors were open, and Republican candidate for mayor Curtis Sliwa was blocking the entrance, red beret like a beacon. A small crew filming him with an iPhone moved on quick enough, revealing a couple of printed signs for the place and a staircase. 
Take the staircase to the second floor and emerge into next to nothing. Head toward two patio tables and and a friendly voice might call hello from the kitchen behind a sliding window. Order the salmon roe ($6), the sea urchin ($10) the Spanish mackerel ($5) and the striped jack at a minimum, and on every return. Yes, you’re probably getting some set that ranges from a couple of rolls for $18 at lunch to the 35-piece omakase for $100, and it will all be excellent, but these four selections are essential to Sushi 35 West.
The translucent red pearls of roe gleam like gems and burst in your mouth like they should, with an exceptional, lightly saline brightness. Popping each effervescent egg is, to borrow a few phrases, like kissing a mermaid who’s high on Champagne. The rich urchin, which is more commonly described with that metaphor’s first half, is also exceptional, softening in your mouth like briny buttercream. The Spanish mackerel, too, seems to dissolve into a smoke that perfumes the space between your tongue and your palate, and the striped Jack’s peak-form texture, achieved by feathery knife work, is evidence of an expert kitchen. And it’s all served on plastic trays.
Sushi 35 West is primarily a takeaway. It just so happens that two of its owners worked at NYC’s very top sushi restaurants before the pandemic, before finding this sparse space. When you’re good, you're going to shine in any setting, and these two are great. They’re serving their beautiful, meticulously sourced fish, sliced à la minute, to people ordering mostly take out and delivery. It’s like those stories you hear about retirees finding Warhols at a yard sales. 
You can dine inside, too, at those two patio tables, but they can only accommodate four total, and there is very little to look at. While some element of exposed brick, often painted white, has come to signal fledgling trendiness for restaurants that aspire to that sort of thing, that is all there is at Sushi 35 West. That and exposed pipes, a grey floor and a little peek through the window into its incredible kitchen. But it’s a peaceful blank slate compared to the chaos of midtown downstairs–one that makes it easy to be fully absorbed by the food. 
Vitals
The Vibe: In spite, or maybe because of its design paucity, dining in still feels warm and pleasant, and sitting there alone, eating fish eggs one by one because I didn’t want them to end, just as some goofy but effective pop song came on over unseen speakers, I’d have sworn I felt my heart move. It’s the kind of effusive atmosphere that can only be created by greatness in the kitchen.   
The Food: The first time I went to Sushi Nakazawa, still one of the best sushi restaurants in NYC, I felt like I’d finally gained access to some other, better species of fish that was secretly only available to the moneyed. At Sushi 35 West, I felt like I hadn’t had anything as exquisite as what they’re serving in a long time. And, in addition to Sushi 35 West’s essential menu items, the salmon and fatty tuna are impeccable. 
Time Out Tip: Even if you endeavor to dine indoors, have a back-up plan. Consider landing one of the four available seats unearned luck, not a given. Maybe the people in the offices at the other 224 West 35th Street will lend you a spot if you offer to share the 35-piece omakase. 
Sushi 35 West is located at 224 West 35th Street and is open on Monday-Friday from 11:30am to 9:30pm and Saturday from 3:30pm to 9:30pm.","224 West 35th Street, New York, 10001",646-882-6666,,Monday-Friday from 11:30am to 9:30pm and Saturday from 3:30pm to 9:30pm.
 Com Tam Ninh Kieu,https://media.timeout.com/images/105538043/750/562/image.jpg,Photograph: Courtesy Com Tam Ninh Kieu,"What is it? A pair of previous Hanoi House staffers took over this neighborhood spot in an area that was once an enclave of New York's Vietnamese population. They stayed true to the kitchen’s comforting recipes and incorporated a few updates. Why we love it? There's a share of great Vietnamese restaurants in NYC, and Com Tam Ninh Kieu's homestyle preparations have become increasingly unique among them.","['Restaurants', 'Vietnamese', 'The Bronx']",https://www.timeout.com/newyork/restaurants/com-tam-ninh-kieu,,0,"Now in its 14th year, this Vietnamese restaurant is still among the best in the city. Grab one of a smattering of seats inside for homestyle preparations of Southeast Asian cuisine. Choose between bánh mì, pho, rice bowls and braised pork belly with egg in the efficient, pleasant space.","2641 Jerome Avenue, New York, 10468",(718) 450-3833,,11am-3pm and 4pm-8:30pm Tuesday-Sunday.
 Taverna Kyclades,,,"What is it? A perpetually-packed Greek restaurant that commands crowds even in a neighborhood saturated with the cuisine. Why we love it? Although Taverna Kyclades keeps it casual, lively lunch and dinner here always feel like an event. This is also the rare spot that maintains a long menu where everything (like the grilled octopus, saganaki, lamb chops and swordfish) is consistently good.","['Restaurants', 'Greek', 'Astoria']",https://www.timeout.com/newyork/restaurants/taverna-kyclades,One of Astoria's most beloved Greek restaurants.,0,"There is a ton of Greek restaurant competition in Astoria, Queens, and Taverna Kyclades, which opened its original location in 1996, is among the most popular. Its breezy corner spot in its original neighborhood has tons of sidewalk seats under crisp blue awnings, a breezy interior and all manner of seafood plates, plus saganaki, spanakopita, lamb, steak and kebabs on the long, crowd-pleasing menu.","36-01 Ditmars Boulevard, Queens, 11105",718-545-8666,https://www.tavernakyclades.com/astoria/menu,"Monday-Thursday, 12:00pm-11pm; Friday-Saturday, 12pm-11.30pm; Sunday, 12:pm-10:30pm."
 B&H Dairy,https://media.timeout.com/images/105538003/750/562/image.jpg,Photograph: Ali Garber,"What is it? A kosher diner in the East Village serving up tuna melts, pierogies, kasha varnishkes and borscht. Why we love it? The narrow space has a tremendous egg cream, and it's one of the last remaining old New York spots in the neighborhood","['Restaurants', 'Diners', 'East Village']",https://www.timeout.com/newyork/restaurants/b-h-dairy,A downtown mainstay since 1938.,0,"Dating back to 1938, B&H is one of the last beloved vestiges of its era in the East Village. Its storefront is narrow but hard to miss beneath its vintage-style sign, and the slip inside tracks more as cozy than cramped. Squeeze up to the counter and choose from a menu longer than the spot’s footprint, featuring tons of omelets and egg plates, potato pancakes, knishes, heaping sandwiches and salad platters.","127 Second Ave, New York, 10003",212-505-8065,,"Sunday-Friday, 7am-11pm; Saturday, 7am-10:30pm."
 Congee Village,https://media.timeout.com/images/105511785/750/562/image.jpg,Photograph: Ali Garber,"What is it? A jubilant Chinese restaurant with book-length menus and brightly colored cocktails. Why we love it? Congee's sprawling interior is ideally suited to boisterous nights filled with stories you may have heard before that still elicit sonorous laughter. Lines accrue fast, but the pretty bar area is a cozy place to wait if you can nab a spot, and the dining areas beyond have plenty of big tables to accommodate groups. The menu’s almost as large as the space, with several congee varieties and an encyclopedia of Chinese plates.","['Restaurants', 'Chinese', 'Lower East Side']",https://www.timeout.com/newyork/restaurants/congee-village,A crowd-pleaser with lengthy menus downtown.,0,"Party-sized with the personality to match, Congee Village is an easy choice for celebratory groups. Its novella of a menu includes plenty of congee varieties, of course, appointing the porridge with ingredients like chicken, lobster, beef and frog, plus pages and pages of wide-ranging, primarily Cantonese preparations to please every palate in your party.","100 Allen St, New York, 10002-30",212-941-1818,https://congeenyc.com/menu.pdf,Daily from 11am to 10pm.
 French Louie,https://media.timeout.com/images/101486795/750/562/image.jpg,Photograph: Virginia Rollison,"What is it? Easy, local-favorite French fare Why we love it? Every neighborhood would be lucky to have a restaurant like French Louie, which serves as fine a special occasion spot as any fancy-address destination in the city. If for example, you happened to be nearby, and it was your birthday, and a sudden blizzard made even local travel inadvisable, you could still drift into French Louie’s dimly honey-hued dining room for a suitable fête. Its moules frites, duck au poivre and uncommonly generous portion of pȃté are priced decently enough to add to your regular weekend rotation, too.","['Restaurants', 'French', 'Boerum Hill']",https://www.timeout.com/newyork/restaurants/french-louie,An easy choice for French fare on special occasions or any occasion.,0,"An equally appropriate backdrop for a special occasion or a weeknight treat, French Louie demonstrates quiet style and easy elegance. It’s low-key lively inside, with a peaceful backyard beyond, good cocktails throughout, and lovely menu items like escargots, steak tartare, duck and roasted chicken.","320 Atlantic Ave, Brooklyn, 11207",718-935-1200,,"Tuesday-Friday, 11:30am-3pm; Monday-Thursday, 5pm-10pm; Friday & Saturday, 5pm-10:30pm; Sunday, 5pm-9pm; Saturday & Sunday, 11am-3pm."
 Astoria Seafood,https://media.timeout.com/images/105538032/750/562/image.jpg,Photograph: Time Out/Ali Garber,"What is it? A choose-your-own seafood adventure as close as many of us will ever get to fishing. Why we love it? Dining out and having fun are, shockingly, not always mutually inclusive in NYC. At Astoria Seafood, you’ll peruse and choose from uncooked tuna, octopus, sardines, branzino shellfish, scallops, snapper, fluke and all manner of sea creatures before you tell ‘em how you’d like it cooked. BYOB and a bubbly, casual environment make this popular spot worth its long lines.","['Restaurants', 'Seafood', 'Long Island City']",https://www.timeout.com/newyork/restaurants/astoria-seafood,A veritable seafood buffet unlike any other in town.,0,"In New York City, one might pick a lobster out of a tank or fish items from a hot bar on the regular, but Astoria Seafood, actually located nearby in Long Island City, ticks DIY dining up a bit. Peruse and choose from tons of items like shark, shrimp, snapper and sardines, pick a preparation like fried or sautéed, and enjoy the fresh catch. The spot is popular for its quality, unique guest experience and BYOB policy, so you may need to strategize your seating arrangement.","3710 33rd St, Queens, 11101",(718) 392-2680,,"Tuesday-Saturday, 12pm-9pm."
 Kokomo,https://media.timeout.com/images/105843587/750/562/image.jpg,Photograph: Courtesy Katrine Moite/Kokomo,"What is it? One of a few spots here that also appeared on our best restaurants of 2020 roundup, Kokomo is a Caribbean restaurant from husband and wife team Ria and Kevol Graham. Why we love it? As we wrote at the time, Kokomo’s wood-fired flatbreads, slow braised oxtail and chicken and waffles are all bonafide comfort foods. The restaurant interior’s warm tones and florid design further set the mood, and we recently named Kokomo NYC's best outdoor dining spot in our Best of the City awards.","['Restaurants', 'Williamsburg']",https://www.timeout.com/newyork/restaurants/kokomo,If you want to go and get away from it all . . .,0,"One of our favorite restaurants of 2020, Kokomo’s Caribbean-inspired menu includes sweet plantain pancakes, saltfish avocado toast, fried breadfruit, braised oxtail, jerk chicken, and a variety of flatbreads.","65 Kent Avenue, Brooklyn, 11249",347-799-1312,https://www.kokomonyc.com/menu,Tues-Thurs 4pm-11pm; Fri-Sun 11am -11pm
 L&B Spumoni Gardens,https://media.timeout.com/images/103481138/750/562/image.jpg,Photograph: Courtesy Melissa Sinclair,"What is it? Classic, required eating for NYC pizza devotees. Why we love it? L&B's saucy, pillowy squares are best in class, amplified even further with a few shakes of Parmesan and finished with an order of the tricolor ice cream that gave the place its name.","['Restaurants', 'Pizza', 'Gravesend']",https://www.timeout.com/newyork/restaurants/l-b-spumoni-gardens,A New York City pizza classic.,0,"This Bensonhurst original has served one of the best Sicilian slices in town since 1939. Sweetish tomato sauce is generously slathered over tall, doughy squares with crunchy undersides and topped with with melty mozzarella and Parm. It's a classic treat to eat out in L&B's large outdoor space, and there's a full-service operation inside with a lengthy red sauce menu, too.","2725 86th St, Brooklyn, 11223",718-449-1230,,Daily from 11am to 10:30pm.
 Maya Congee Cafe,https://media.timeout.com/images/105494849/750/562/image.jpg,Photograph: Courtesy of Maya Bed-Stuy,"What is it? An East Asian general store with bites at the counter, Maya Bed-Stuy specializes in novel takes on congee.Why we love it? Maya serves noteworthy congee with additions like quinoa, avocado and other tasty ingredients.","['Restaurants', 'Sandwich shops', 'Bedford-Stuyvesant']",https://www.timeout.com/newyork/restaurants/maya-bed-stuy,Congee several ways.,5,"First opened in 2017, this small shop packs provisions and a surprisingly lengthy menu into a relatively small space. Its titular item (which the menu notes is made “non-traditionally made with white rice, brown rice, red quinoa, mushrooms, dates and ginger"") comes in several varieties like braised chicken and spiced pork, or you can build your own. Soup, salads and sandwiches are also available.","563 Gates Avenue, Brooklyn, 11221",929-367-8867,,Daily from 10am to 4pm.
 Noreetuh,https://media.timeout.com/images/105538011/750/562/image.jpg,Photograph: Courtesy Noreetuh,"What is it? Spam’s bad reputation in pop culture is unearned. And at Noreetuh, it's among the menu’s stars. Plates like spicy Spam musubi invite you to reconsider the canned meat that walked so tinned fish could run. Why we love it?  Few restaurants in New York specialize in Hawaiian cuisine. Noreetuh has done so with gusto since 2015, quietly becoming a neighborhood staple.","['Restaurants', 'American', 'East Village']",https://www.timeout.com/newyork/restaurants/noreetuh,Self-billed modern Hawaiian.,3,"There aren’t a ton of Hawaiian restaurants in New York City, and Noreetuh, which first opened in 2015, bills itself as a modern take on the cuisine. Choose from classic or spicy Spam musubi with the option to add a bit of caviar, big-eye tuna poke, beef skewers and mochiko fried chicken in the cozy space.","128 First Ave, New York, 10009",646-892-3050,,"Wednesday-Thursday, 5pm-9:30 pm; Friday-Saturday, 5pm-10:30pm; Sunday, 5pm-9pm."
 A&A Bake and Doubles,,,"What is it? A small, James Beard award-winning Caribbean stop in Bed-Stuy with three specialties: bake, doubles and roti. Why we love it? Doubles are the real hit. The Trinidadian snacks, which start at $2-a-pop, envelop fillings like a savory potato-channa curry in bara.","['Restaurants', 'Bedford-Stuyvesant']",https://www.timeout.com/newyork/restaurants/a-a-bake-and-doubles,,0,"This Bed-Stuy stalwart specializes in two things: bake and (you guessed it) doubles. The former is a handheld fried dough bun stuffed with salt fish or fried sand shark and topped with a tangy-sweet tamarind sauce. And the latter? Well, let’s just say doubles are a few bucks well spent. These Trinidadian snacks are built on a base of deep fried dough, or bara, wrapped around a savory potato-channa curry.","1337 Fulton Street, Brooklyn, 11216",(347) 425-0016,,Mon 6:30am–4pm; Tues-Saturday 6:30am-7pm.
 Via Carota,https://media.timeout.com/images/105538027/750/562/image.jpg,Photograph: Time Out/Ali Garber,"What is it? This cozy Italian restaurant, run by the chef power couple of Jody Williams and Rita Sodi, is a rustic, sophisticated and heart-swelling gem. Why we love it? The simple food—towering insalata verde, hearty chopped steak and any of the soul-satisfying pastas—makes this Village favorite a place where everyone wants to be a regular.","['Restaurants', 'Italian', 'West Village']",https://www.timeout.com/newyork/restaurants/via-carota,One of NYC's most popular Italian spots.,4,"Still a tough table approaching a decade on the block, Via Carota’s buzz never seems to quiet. Its pretty space populates night after night with dinner hopefuls eager to order its pasta, pork belly and improbably famous salad in stylish, sometimes celebrity-adjacent environs.","51 Grove St, NY, 10014",,,"Mon–Fri, 11am-11pm; Sat-Sun, 10am-11pm."
 Teranga,https://media.timeout.com/images/105473179/750/562/image.jpg,Photograph: Ali Garber,"What is it? Chef Pierre Thiam first opened this West African fast-casual concept at Harlem's Africa Center in 2019. Why we love it? The counter service space is roomy and comfortable inside and out at its sidewalk seats. Many of Teranga’s bowls are gluten free and/or vegan, and options like grilled chicken and roasted salmon are also available.","['Restaurants', 'West African', 'East Harlem']",https://www.timeout.com/newyork/restaurants/teranga,,4,"West African–influenced menu items populate tables inside and out at this fast-casual café at Africa Center, a cultural hub that ""provides a gateway for engagement with contemporary Africa."" Here, Senegal-born chef Pierre Thiam's super bowls come in varieties like jollof with salmon or ancient grain, with the option to build your own.","1280 5th Ave, New York, 10029",332-910-8138,,Saturday 12pm to 9pm and Sunday 12pm to 8pm.
 Los Tacos No,https://media.timeout.com/images/100798679/750/562/image.jpg,Photograph: Filip Wolak,"What is it? A taqueria-style counter where cooks roll masa and slice spit-roasted pork with ease and speed to keep up with demand. Why we love it? Los Tacos No. 1's lively Chelsea Market location is our favorite of the micro-chain's outposts, which now number five throughout Manhattan. But we'd visit any one of them for pollo asado tacos, carne asada quesadillas and homemade aguas frescas.","['Restaurants', 'Mexican', 'Chelsea']",https://www.timeout.com/newyork/restaurants/los-tacos-no-1,The original outpost of a favorite NYC taco chain.,0,This is the original outpost of what’s grown to include five locations in Manhattan. Its cute Chelsea Market environs are as pleasant as any for a self-guided tasting through a smattering of taco and quesadilla varieties.,"Chelsea Market, 75 Ninth Ave, Manhattan, 10011",212-246-0343,https://www.lostacos1.com/menus/,"Sunday, 11am-9pm; Monday-Saturday, 11am-10pm."
 The Arepa Lady,https://media.timeout.com/images/105538031/750/562/image.jpg,Photograph: Time Out/Ali Garber,"What is it? A cart-turned brick-and-mortar restaurant specializing in arepas and other Colombian bites in Jackson Heights. Why we love it? That titular item abounds, in adition to some of the best South American corn cakes in NYC.","['Restaurants', 'Street food', 'Jackson Heights']",https://www.timeout.com/newyork/restaurants/the-arepa-lady,,0,"What first began as a street cart became a brick and mortar spot in 2018. It’s fairly roomy with seats outside and in, with mini empanadas, guacamole, patacones, and of course, all manner of arepas on the menu.","78-31 37th Ave, Queens, 11372",347-730-6124,https://www.thearepalady.com/menus/#patacones,"Sunday-Thursday, 12pm-10pm; Friday & Saturday, 12pm-11am."
